t_s,v_kmh,P_wheel_kW,P_bus_kW,P_batt_kW,E_batt_kWh,P_regen_capt_kW
174.2000,49.3407,13.0824,17.1132,-7.2155,-0.6084,0.0000
174.3000,49.3349,12.7033,16.6753,-6.7640,-0.6086,0.0000
174.4000,49.3272,12.2939,16.2023,-6.2764,-0.6088,0.0000
174.5000,49.3183,11.9750,15.8338,-5.8965,-0.6090,0.0000
174.6000,49.3081,11.8700,15.7125,-5.7715,-0.6091,0.0000
174.7000,49.2985,11.7689,15.5958,-5.6511,-0.6093,0.0000
174.8000,49.2876,11.7469,15.5703,-5.6249,-0.6094,0.0000
174.9000,49.2778,11.8463,15.6852,-5.7433,-0.6096,0.0000
175.0000,49.2677,11.8487,15.6880,-5.7462,-0.6098,0.0000
175.1000,49.2580,11.7414,15.5640,-5.6184,-0.6099,0.0000
175.2000,49.2471,11.6128,15.4155,-5.4652,-0.6101,0.0000
175.3000,49.2365,11.4583,15.2370,-5.2812,-0.6102,0.0000
175.4000,49.2244,11.0746,14.7937,-4.8242,-0.6104,0.0000
175.5000,49.2109,10.4576,14.0810,-4.0894,-0.6105,0.0000
175.6000,49.1942,9.8164,13.3402,-3.3258,-0.6106,0.0000
175.7000,49.1758,9.3606,12.8136,-2.7829,-0.6107,0.0000
175.8000,49.1556,8.8871,12.2667,-2.2190,-0.6107,0.0000
175.9000,49.1336,8.7597,12.1195,-2.0673,-0.6108,0.0000
176.0000,49.1126,9.0777,12.4869,-2.4461,-0.6109,0.0000
176.1000,49.0931,9.2296,12.6624,-2.6270,-0.6109,0.0000
176.2000,49.0733,8.9555,12.3457,-2.3005,-0.6110,0.0000
176.3000,49.0518,8.7680,12.1291,-2.0772,-0.6111,0.0000
176.4000,49.0306,8.9625,12.3538,-2.3088,-0.6111,0.0000
176.5000,49.0106,9.2488,12.6845,-2.6498,-0.6112,0.0000
176.6000,48.9917,9.6180,13.1110,-3.0895,-0.6113,0.0000
176.7000,48.9747,10.3552,13.9627,-3.9675,-0.6114,0.0000
176.8000,48.9615,11.4320,15.2066,-5.2499,-0.6115,0.0000
176.9000,48.9528,12.0466,15.9166,-5.9819,-0.6116,0.0000
177.0000,48.9444,12.2400,16.1400,-6.2121,-0.6118,0.0000
177.1000,48.9373,12.5987,16.5544,-6.6394,-0.6120,0.0000
177.2000,48.9317,12.6880,16.6575,-6.7457,-0.6122,0.0000
177.3000,48.9253,12.2727,16.1778,-6.2512,-0.6124,0.0000
177.4000,48.9165,11.9826,15.8427,-5.9056,-0.6125,0.0000
177.5000,48.9078,12.0869,15.9632,-6.0299,-0.6127,0.0000
177.6000,48.8999,12.1086,15.9882,-6.0557,-0.6129,0.0000
177.7000,48.8914,12.2086,16.1038,-6.1748,-0.6130,0.0000
177.8000,48.8843,12.4098,16.3362,-6.4144,-0.6132,0.0000
177.9000,48.8774,12.5284,16.4732,-6.5556,-0.6134,0.0000
178.0000,48.8712,12.6224,16.5818,-6.6676,-0.6136,0.0000
178.1000,48.8651,12.6685,16.6350,-6.7225,-0.6138,0.0000
178.2000,48.8593,12.5175,16.4607,-6.5427,-0.6139,0.0000
178.3000,48.8521,12.4234,16.3519,-6.4307,-0.6141,0.0000
178.4000,48.8455,12.6639,16.6298,-6.7171,-0.6143,0.0000
178.5000,48.8402,13.0395,17.0636,-7.1643,-0.6145,0.0000
178.6000,48.8366,13.4491,17.5369,-7.6522,-0.6147,0.0000
178.7000,48.8344,13.9322,18.0949,-8.2275,-0.6149,0.0000
178.8000,48.8346,14.5226,18.7769,-8.9306,-0.6152,0.0000
178.9000,48.8369,15.0440,19.3793,-9.5517,-0.6154,0.0000
179.0000,48.8411,15.2900,19.6635,-9.8447,-0.6157,0.0000
179.1000,48.8454,15.4019,19.7928,-9.9779,-0.6160,0.0000
179.2000,48.8504,15.6527,20.0824,-10.2765,-0.6162,0.0000
179.3000,48.8566,15.7270,20.1683,-10.3651,-0.6165,0.0000
179.4000,48.8621,15.3719,19.7581,-9.9422,-0.6168,0.0000
179.5000,48.8656,15.0835,19.4249,-9.5987,-0.6171,0.0000
179.6000,48.8689,15.1267,19.4748,-9.6501,-0.6174,0.0000
179.7000,48.8726,15.1930,19.5514,-9.7291,-0.6176,0.0000
179.8000,48.8764,15.0518,19.3883,-9.5609,-0.6179,0.0000
179.9000,48.8791,14.7962,19.0930,-9.2566,-0.6182,0.0000
180.0000,48.8809,14.4460,18.6884,-8.8394,-0.6184,0.0000
180.1000,48.8808,13.9954,18.1679,-8.3028,-0.6186,0.0000
180.2000,48.8791,13.5799,17.6879,-7.8079,-0.6189,0.0000
180.3000,48.8759,13.4853,17.5787,-7.6953,-0.6191,0.0000
180.4000,48.8735,13.8046,17.9475,-8.0756,-0.6193,0.0000
180.5000,48.8727,14.1081,18.2981,-8.4370,-0.6195,0.0000
180.6000,48.8727,13.8714,18.0247,-8.1551,-0.6198,0.0000
180.7000,48.8700,13.1118,17.1471,-7.2504,-0.6200,0.0000
180.8000,48.8641,11.9820,15.8419,-5.9049,-0.6202,0.0000
180.9000,48.8528,10.5610,14.2004,-4.2125,-0.6203,0.0000
181.0000,48.8360,9.3036,12.7478,-2.7151,-0.6204,0.0000
181.1000,48.8150,8.7377,12.0941,-2.0411,-0.6205,0.0000
181.2000,48.7938,8.8403,12.2126,-2.1633,-0.6205,0.0000
181.3000,48.7737,9.1183,12.5338,-2.4944,-0.6206,0.0000
181.4000,48.7548,9.7231,13.2325,-3.2147,-0.6207,0.0000
181.5000,48.7394,10.5971,14.2421,-4.2555,-0.6208,0.0000
181.6000,48.7273,11.2304,14.9737,-5.0099,-0.6209,0.0000
181.7000,48.7169,11.6072,15.4090,-5.4586,-0.6210,0.0000
181.8000,48.7078,11.9141,15.7635,-5.8240,-0.6212,0.0000
181.9000,48.6997,11.9795,15.8391,-5.9019,-0.6214,0.0000
182.0000,48.6912,11.8451,15.6839,-5.7419,-0.6215,0.0000
182.1000,48.6821,11.9465,15.8010,-5.8626,-0.6217,0.0000
182.2000,48.6744,12.4279,16.3571,-6.4360,-0.6219,0.0000
182.3000,48.6691,13.3150,17.3819,-7.4925,-0.6220,0.0000
182.4000,48.6682,14.5003,18.7512,-8.9041,-0.6223,0.0000
182.5000,48.6722,15.6264,20.0521,-10.2453,-0.6225,0.0000
182.6000,48.6800,16.3797,20.9223,-11.1424,-0.6228,0.0000
182.7000,48.6898,16.7183,21.3135,-11.5457,-0.6232,0.0000
182.8000,48.7002,16.6521,21.2370,-11.4668,-0.6235,0.0000
182.9000,48.7094,16.1698,20.6799,-10.8925,-0.6238,0.0000
183.0000,48.7161,15.5381,19.9501,-10.1401,-0.6241,0.0000
183.1000,48.7203,15.0644,19.4028,-9.5759,-0.6243,0.0000
183.2000,48.7233,14.7512,19.0411,-9.2030,-0.6246,0.0000
183.3000,48.7251,14.3791,18.6112,-8.7598,-0.6249,0.0000
183.4000,48.7252,13.9673,18.1354,-8.2693,-0.6251,0.0000
183.5000,48.7238,13.8051,17.9481,-8.0762,-0.6253,0.0000
183.6000,48.7226,13.5618,17.6670,-7.7864,-0.6255,0.0000
183.7000,48.7193,12.9429,16.9520,-7.0493,-0.6257,0.0000
183.8000,48.7134,12.4953,16.4350,-6.5163,-0.6259,0.0000
183.9000,48.7067,12.1386,16.0229,-6.0915,-0.6261,0.0000
184.0000,48.6980,11.4038,15.1740,-5.2163,-0.6263,0.0000
184.1000,48.6856,10.6961,14.3565,-4.3735,-0.6264,0.0000
184.2000,48.6715,10.1830,13.7638,-3.7624,-0.6265,0.0000
184.3000,48.6552,9.6623,13.1622,-3.1423,-0.6266,0.0000
184.4000,48.6371,9.4081,12.8685,-2.8395,-0.6267,0.0000
184.5000,48.6189,9.2891,12.7311,-2.6978,-0.6268,0.0000
184.6000,48.5999,9.0884,12.4992,-2.4588,-0.6268,0.0000
184.7000,48.5802,9.1810,12.6062,-2.5691,-0.6269,0.0000
184.8000,48.5620,9.5007,12.9755,-2.9498,-0.6270,0.0000
184.9000,48.5448,9.7537,13.2678,-3.2511,-0.6271,0.0000
185.0000,48.5287,10.2264,13.8139,-3.8141,-0.6272,0.0000
185.1000,48.5153,10.8743,14.5623,-4.5857,-0.6273,0.0000
185.2000,48.5042,11.4497,15.2271,-5.2710,-0.6274,0.0000
185.3000,48.4953,12.0540,15.9252,-5.9907,-0.6276,0.0000
185.4000,48.4890,12.5280,16.4728,-6.5552,-0.6278,0.0000
185.5000,48.4838,12.7966,16.7830,-6.8751,-0.6279,0.0000
185.6000,48.4796,13.1698,17.2142,-7.3196,-0.6281,0.0000
185.7000,48.4773,13.6363,17.7530,-7.8751,-0.6284,0.0000
185.8000,48.4767,13.9386,18.1023,-8.2351,-0.6286,0.0000
185.9000,48.4768,14.2776,18.4939,-8.6389,-0.6288,0.0000
186.0000,48.4789,14.8754,19.1845,-9.3508,-0.6291,0.0000
186.1000,48.4836,15.4720,19.8738,-10.0614,-0.6293,0.0000
186.2000,48.4903,16.0114,20.4969,-10.7038,-0.6296,0.0000
186.3000,48.4992,16.8027,21.4110,-11.6462,-0.6299,0.0000
186.4000,48.5121,17.7308,22.4831,-12.7515,-0.6303,0.0000
186.5000,48.5281,18.4729,23.3405,-13.6353,-0.6306,0.0000
186.6000,48.5466,19.0347,23.9895,-14.3045,-0.6310,0.0000
186.7000,48.5670,19.4954,24.5217,-14.8531,-0.6314,0.0000
186.8000,48.5890,19.7561,24.8229,-15.1636,-0.6318,0.0000
186.9000,48.6113,19.7783,24.8485,-15.1900,-0.6323,0.0000
187.0000,48.6333,19.6569,24.7082,-15.0454,-0.6327,0.0000
187.1000,48.6545,19.4855,24.5103,-14.8413,-0.6331,0.0000
187.2000,48.6751,19.2667,24.2575,-14.5808,-0.6335,0.0000
187.3000,48.6945,19.0427,23.9987,-14.3140,-0.6339,0.0000
187.4000,48.7133,18.8225,23.7444,-14.0517,-0.6343,0.0000
187.5000,48.7309,18.4647,23.3309,-13.6255,-0.6347,0.0000
187.6000,48.7469,18.1004,22.9102,-13.1917,-0.6351,0.0000
187.7000,48.7616,17.8171,22.5829,-12.8543,-0.6354,0.0000
187.8000,48.7752,17.5139,22.2326,-12.4932,-0.6358,0.0000
187.9000,48.7875,17.6338,22.3711,-12.6360,-0.6361,0.0000
188.0000,48.8020,18.4154,23.2740,-13.5668,-0.6365,0.0000
188.1000,48.8203,19.3217,24.3210,-14.6462,-0.6369,0.0000
188.2000,48.8417,20.1644,25.2946,-15.6499,-0.6373,0.0000
188.3000,48.8664,21.1491,26.4320,-16.8225,-0.6378,0.0000
188.4000,48.8954,21.9685,27.3787,-17.7985,-0.6382,0.0000
188.5000,48.9262,22.1361,27.5724,-17.9981,-0.6387,0.0000
188.6000,48.9563,21.9737,27.3847,-17.8046,-0.6392,0.0000
188.7000,48.9857,21.7594,27.1371,-17.5494,-0.6397,0.0000
188.8000,49.0139,21.5698,26.9181,-17.3236,-0.6402,0.0000
188.9000,49.0418,21.2211,26.5153,-16.9084,-0.6407,0.0000
189.0000,49.0672,21.0197,26.2826,-16.6685,-0.6411,0.0000
189.1000,49.0933,21.1950,26.4851,-16.8773,-0.6416,0.0000
189.2000,49.1199,21.4388,26.7668,-17.1676,-0.6421,0.0000
189.3000,49.1478,21.4870,26.8224,-17.2250,-0.6426,0.0000
189.4000,49.1746,21.4836,26.8186,-17.2210,-0.6430,0.0000
189.5000,49.2023,21.6748,27.0393,-17.4486,-0.6435,0.0000
189.6000,49.2305,21.8370,27.2268,-17.6418,-0.6440,0.0000
189.7000,49.2592,21.9678,27.3779,-17.7976,-0.6445,0.0000
189.8000,49.2882,22.0740,27.5005,-17.9240,-0.6450,0.0000
189.9000,49.3177,22.1890,27.6334,-18.0610,-0.6455,0.0000
190.0000,49.3474,22.1246,27.5590,-17.9843,-0.6460,0.0000
190.1000,49.3762,21.8392,27.2294,-17.6445,-0.6465,0.0000
190.2000,49.4036,21.4232,26.7487,-17.1490,-0.6470,0.0000
190.3000,49.4291,21.0411,26.3073,-16.6939,-0.6474,0.0000
190.4000,49.4534,20.7013,25.9148,-16.2892,-0.6479,0.0000
190.5000,49.4761,20.1288,25.2534,-15.6075,-0.6483,0.0000
190.6000,49.4960,19.4564,24.4766,-14.8067,-0.6488,0.0000
190.7000,49.5135,19.0934,24.0572,-14.3743,-0.6492,0.0000
190.8000,49.5304,18.9338,23.8729,-14.1842,-0.6496,0.0000
190.9000,49.5467,18.8116,23.7317,-14.0387,-0.6500,0.0000
191.0000,49.5626,18.9583,23.9012,-14.2134,-0.6504,0.0000
191.1000,49.5799,19.2996,24.2955,-14.6199,-0.6508,0.0000
191.2000,49.5984,19.4195,24.4340,-14.7627,-0.6512,0.0000
191.3000,49.6164,19.2628,24.2530,-14.5761,-0.6516,0.0000
191.4000,49.6336,18.9769,23.9227,-14.2356,-0.6520,0.0000
191.5000,49.6494,18.7079,23.6120,-13.9152,-0.6524,0.0000
191.6000,49.6645,18.3404,23.1874,-13.4775,-0.6527,0.0000
191.7000,49.6775,17.5538,22.2787,-12.5408,-0.6531,0.0000
191.8000,49.6865,16.4077,20.9547,-11.1758,-0.6534,0.0000
191.9000,49.6907,15.2690,19.6393,-9.8197,-0.6537,0.0000
192.0000,49.6910,14.3543,18.5825,-8.7303,-0.6540,0.0000
192.1000,49.6883,14.0568,18.2388,-8.3759,-0.6542,0.0000
192.2000,49.6864,14.6197,18.8892,-9.0464,-0.6545,0.0000
192.3000,49.6879,15.5567,19.9716,-10.1622,-0.6547,0.0000
192.4000,49.6931,16.2011,20.7160,-10.9297,-0.6550,0.0000
192.5000,49.6995,16.3835,20.9267,-11.1469,-0.6553,0.0000
192.6000,49.7061,16.2493,20.7717,-10.9871,-0.6556,0.0000
192.7000,49.7115,15.6512,20.0808,-10.2748,-0.6559,0.0000
192.8000,49.7135,14.8329,19.1355,-9.3003,-0.6562,0.0000
192.9000,49.7126,14.3194,18.5422,-8.6887,-0.6565,0.0000
193.0000,49.7107,14.0467,18.2272,-8.3639,-0.6567,0.0000
193.1000,49.7078,13.6246,17.7395,-7.8612,-0.6569,0.0000
193.2000,49.7027,13.3339,17.4037,-7.5150,-0.6571,0.0000
193.3000,49.6976,13.5125,17.6100,-7.7276,-0.6573,0.0000
193.4000,49.6939,13.9415,18.1057,-8.2386,-0.6576,0.0000
193.5000,49.6920,14.5037,18.7551,-8.9082,-0.6578,0.0000
193.6000,49.6926,15.3350,19.7155,-9.8983,-0.6581,0.0000
193.7000,49.6971,16.2070,20.7228,-10.9367,-0.6584,0.0000
193.8000,49.7043,16.6547,21.2400,-11.4699,-0.6587,0.0000
193.9000,49.7121,16.8798,21.5001,-11.7381,-0.6590,0.0000
194.0000,49.7210,17.1595,21.8232,-12.0712,-0.6593,0.0000
194.1000,49.7309,17.2460,21.9231,-12.1741,-0.6597,0.0000
194.2000,49.7403,17.1961,21.8654,-12.1147,-0.6600,0.0000
194.3000,49.7498,17.3281,22.0179,-12.2719,-0.6603,0.0000
194.4000,49.7603,17.5051,22.2224,-12.4827,-0.6607,0.0000
194.5000,49.7711,17.4952,22.2110,-12.4709,-0.6610,0.0000
194.6000,49.7814,17.3765,22.0738,-12.3295,-0.6614,0.0000
194.7000,49.7912,17.2630,21.9428,-12.1944,-0.6617,0.0000
194.8000,49.8006,17.1547,21.8176,-12.0653,-0.6620,0.0000
194.9000,49.8096,17.0511,21.6980,-11.9420,-0.6624,0.0000
195.0000,49.8181,16.9522,21.5837,-11.8242,-0.6627,0.0000
195.1000,49.8263,16.8577,21.4745,-11.7117,-0.6630,0.0000
195.2000,49.8341,16.7674,21.3702,-11.6042,-0.6634,0.0000
195.3000,49.8416,16.6812,21.2706,-11.5015,-0.6637,0.0000
195.4000,49.8487,16.5988,21.1754,-11.4033,-0.6640,0.0000
195.5000,49.8555,16.5201,21.0845,-11.3096,-0.6643,0.0000
195.6000,49.8620,16.4449,20.9977,-11.2201,-0.6646,0.0000
195.7000,49.8682,16.3731,20.9147,-11.1346,-0.6649,0.0000
195.8000,49.8742,16.3045,20.8355,-11.0529,-0.6652,0.0000
195.9000,49.8798,16.2390,20.7598,-10.9748,-0.6655,0.0000
196.0000,49.8852,16.1764,20.6875,-10.9003,-0.6659,0.0000
196.1000,49.8904,16.1166,20.6184,-10.8291,-0.6662,0.0000
196.2000,49.8953,16.0595,20.5524,-10.7611,-0.6665,0.0000
196.3000,49.9000,16.0049,20.4894,-10.6961,-0.6667,0.0000
196.4000,49.9045,15.9528,20.4292,-10.6340,-0.6670,0.0000
196.5000,49.9088,15.9031,20.3717,-10.5748,-0.6673,0.0000
196.6000,49.9129,15.8555,20.3168,-10.5181,-0.6676,0.0000
196.7000,49.9169,15.8101,20.2643,-10.4641,-0.6679,0.0000
196.8000,49.9206,15.7668,20.2142,-10.4124,-0.6682,0.0000
196.9000,49.9242,15.7253,20.1664,-10.3631,-0.6685,0.0000
197.0000,49.9276,15.6858,20.1207,-10.3160,-0.6688,0.0000
197.1000,49.9308,15.6480,20.0770,-10.2710,-0.6691,0.0000
197.2000,49.9340,15.6119,20.0353,-10.2280,-0.6694,0.0000
197.3000,49.9369,15.5774,19.9955,-10.1869,-0.6696,0.0000
197.4000,49.9398,15.5445,19.9575,-10.1477,-0.6699,0.0000
197.5000,49.9425,15.5130,19.9211,-10.1102,-0.6702,0.0000
197.6000,49.9451,15.4830,19.8864,-10.0745,-0.6705,0.0000
197.7000,49.9475,15.4543,19.8533,-10.0403,-0.6708,0.0000
197.8000,49.9499,15.4269,19.8216,-10.0077,-0.6710,0.0000
197.9000,49.9522,15.4007,19.7914,-9.9765,-0.6713,0.0000
198.0000,49.9543,15.3757,19.7625,-9.9467,-0.6716,0.0000
198.1000,49.9564,15.3519,19.7349,-9.9183,-0.6719,0.0000
198.2000,49.9583,15.3291,19.7086,-9.8912,-0.6722,0.0000
198.3000,49.9602,15.3073,19.6835,-9.8652,-0.6724,0.0000
198.4000,49.9620,15.2865,19.6594,-9.8405,-0.6727,0.0000
198.5000,49.9637,15.2666,19.6365,-9.8168,-0.6730,0.0000
198.6000,49.9653,15.2477,19.6146,-9.7942,-0.6732,0.0000
198.7000,49.9669,15.2295,19.5936,-9.7726,-0.6735,0.0000
198.8000,49.9684,15.2122,19.5737,-9.7520,-0.6738,0.0000
198.9000,49.9698,15.1957,19.5546,-9.7323,-0.6741,0.0000
199.0000,49.9712,15.1799,19.5363,-9.7135,-0.6743,0.0000
199.1000,49.9725,15.1649,19.5189,-9.6956,-0.6746,0.0000
199.2000,49.9737,15.1505,19.5023,-9.6784,-0.6749,0.0000
199.3000,49.9749,15.1367,19.4864,-9.6621,-0.6751,0.0000
199.4000,49.9760,15.1236,19.4712,-9.6464,-0.6754,0.0000
199.5000,49.9771,15.1111,19.4567,-9.6315,-0.6757,0.0000
199.6000,49.9781,15.0991,19.4429,-9.6172,-0.6759,0.0000
199.7000,49.9791,15.0876,19.4297,-9.6036,-0.6762,0.0000
199.8000,49.9801,15.0767,19.4171,-9.5906,-0.6765,0.0000
199.9000,49.9809,15.0663,19.4050,-9.5782,-0.6767,0.0000
200.0000,49.9818,15.0563,19.3935,-9.5663,-0.6770,0.0000
200.1000,49.9826,15.0468,19.3825,-9.5550,-0.6773,0.0000
200.2000,49.9834,15.0377,19.3720,-9.5442,-0.6775,0.0000
200.3000,49.9842,15.0290,19.3620,-9.5338,-0.6778,0.0000
200.4000,49.9849,15.0207,19.3524,-9.5240,-0.6781,0.0000
200.5000,49.9855,15.0128,19.3433,-9.5145,-0.6783,0.0000
200.6000,49.9862,15.0053,19.3346,-9.5055,-0.6786,0.0000
200.7000,49.9868,14.9981,19.3262,-9.4969,-0.6789,0.0000
200.8000,49.9874,14.9912,19.3182,-9.4887,-0.6791,0.0000
200.9000,49.9880,14.9846,19.3106,-9.4809,-0.6794,0.0000
201.0000,49.9885,14.9783,19.3034,-9.4734,-0.6796,0.0000
201.1000,49.9890,14.9723,19.2964,-9.4662,-0.6799,0.0000
201.2000,49.9895,14.9665,19.2898,-9.4594,-0.6802,0.0000
201.3000,49.9900,14.9611,19.2835,-9.4529,-0.6804,0.0000
201.4000,49.9905,14.9558,19.2774,-9.4466,-0.6807,0.0000
201.5000,49.9909,14.9508,19.2717,-9.4407,-0.6810,0.0000
201.6000,49.9913,14.9461,19.2662,-9.4350,-0.6812,0.0000
201.7000,49.9917,14.9415,19.2609,-9.4296,-0.6815,0.0000
201.8000,49.9921,14.9372,19.2559,-9.4244,-0.6817,0.0000
201.9000,49.9924,14.9330,19.2511,-9.4195,-0.6820,0.0000
202.0000,49.9928,14.9290,19.2465,-9.4147,-0.6823,0.0000
202.1000,49.9931,14.9252,19.2421,-9.4102,-0.6825,0.0000
202.2000,49.9934,14.9216,19.2379,-9.4059,-0.6828,0.0000
202.3000,49.9937,14.9182,19.2339,-9.4018,-0.6831,0.0000
202.4000,49.9940,14.9149,19.2301,-9.3979,-0.6833,0.0000
202.5000,49.9942,14.9117,19.2265,-9.3941,-0.6836,0.0000
202.6000,49.9945,14.9087,19.2230,-9.3905,-0.6838,0.0000
202.7000,49.9948,14.9058,19.2197,-9.3871,-0.6841,0.0000
202.8000,49.9950,14.9031,19.2165,-9.3838,-0.6844,0.0000
202.9000,49.9952,14.9005,19.2135,-9.3807,-0.6846,0.0000
203.0000,49.9954,14.8980,19.2106,-9.3777,-0.6849,0.0000
203.1000,49.9956,14.8956,19.2078,-9.3749,-0.6851,0.0000
203.2000,49.9958,14.8933,19.2052,-9.3721,-0.6854,0.0000
203.3000,49.9960,14.8911,19.2026,-9.3695,-0.6857,0.0000
203.4000,49.9962,14.8890,19.2002,-9.3671,-0.6859,0.0000
203.5000,49.9964,14.8870,19.1979,-9.3647,-0.6862,0.0000
203.6000,49.9965,14.8851,19.1957,-9.3624,-0.6864,0.0000
203.7000,49.9967,14.8833,19.1937,-9.3603,-0.6867,0.0000
203.8000,49.9968,14.8816,19.1917,-9.3582,-0.6870,0.0000
203.9000,49.9970,14.8799,19.1897,-9.3562,-0.6872,0.0000
204.0000,49.9971,14.8783,19.1879,-9.3544,-0.6875,0.0000
204.1000,49.9972,14.8768,19.1862,-9.3526,-0.6877,0.0000
204.2000,49.9974,14.8754,19.1845,-9.3508,-0.6880,0.0000
204.3000,49.9975,14.8740,19.1829,-9.3492,-0.6883,0.0000
204.4000,49.9976,14.8727,19.1814,-9.3476,-0.6885,0.0000
204.5000,49.9977,14.8714,19.1799,-9.3461,-0.6888,0.0000
204.6000,49.9978,14.8702,19.1786,-9.3447,-0.6890,0.0000
204.7000,49.9979,14.8691,19.1772,-9.3433,-0.6893,0.0000
204.8000,49.9980,14.8680,19.1760,-9.3420,-0.6896,0.0000
204.9000,49.9981,14.8670,19.1748,-9.3408,-0.6898,0.0000
205.0000,49.9982,14.8660,19.1736,-9.3396,-0.6901,0.0000
205.1000,49.9983,14.8650,19.1725,-9.3385,-0.6903,0.0000
205.2000,49.9983,14.8641,19.1715,-9.3374,-0.6906,0.0000
205.3000,49.9984,14.8632,19.1705,-9.3364,-0.6909,0.0000
205.4000,49.9985,14.8624,19.1695,-9.3354,-0.6911,0.0000
205.5000,49.9986,14.8616,19.1686,-9.3344,-0.6914,0.0000
205.6000,49.9986,14.8609,19.1677,-9.3335,-0.6916,0.0000
205.7000,49.9987,14.8601,19.1669,-9.3327,-0.6919,0.0000
205.8000,49.9987,14.8594,19.1661,-9.3318,-0.6922,0.0000
205.9000,49.9988,14.8588,19.1653,-9.3311,-0.6924,0.0000
206.0000,49.9989,14.8582,19.1646,-9.3303,-0.6927,0.0000
206.1000,49.9989,14.8575,19.1639,-9.3296,-0.6929,0.0000
206.2000,49.9990,14.8570,19.1632,-9.3289,-0.6932,0.0000
206.3000,49.9990,14.8564,19.1626,-9.3283,-0.6934,0.0000
206.4000,49.9990,14.8559,19.1620,-9.3276,-0.6937,0.0000
206.5000,49.9991,14.8554,19.1614,-9.3270,-0.6940,0.0000
206.6000,49.9991,14.8549,19.1609,-9.3265,-0.6942,0.0000
206.7000,49.9992,14.8545,19.1603,-9.3259,-0.6945,0.0000
206.8000,49.9992,14.8540,19.1598,-9.3254,-0.6947,0.0000
206.9000,49.9992,14.8536,19.1594,-9.3249,-0.6950,0.0000
207.0000,49.9993,14.8532,19.1589,-9.3244,-0.6953,0.0000
207.1000,49.9993,14.8528,19.1585,-9.3240,-0.6955,0.0000
207.2000,49.9993,14.8525,19.1580,-9.3236,-0.6958,0.0000
207.3000,49.9994,14.8521,19.1576,-9.3231,-0.6960,0.0000
207.4000,49.9994,14.8518,19.1573,-9.3227,-0.6963,0.0000
207.5000,49.9994,14.8515,19.1569,-9.3224,-0.6966,0.0000
207.6000,49.9995,14.8512,19.1565,-9.3220,-0.6968,0.0000
207.7000,49.9995,14.8509,19.1562,-9.3217,-0.6971,0.0000
207.8000,49.9995,14.8506,19.1559,-9.3213,-0.6973,0.0000
207.9000,49.9995,14.8504,19.1556,-9.3210,-0.6976,0.0000
208.0000,49.9995,14.8501,19.1553,-9.3207,-0.6979,0.0000
208.1000,49.9996,14.8499,19.1550,-9.3204,-0.6981,0.0000
208.2000,49.9996,14.8496,19.1548,-9.3202,-0.6984,0.0000
208.3000,49.9996,14.8494,19.1545,-9.3199,-0.6986,0.0000
208.4000,49.9996,14.8492,19.1543,-9.3197,-0.6989,0.0000
208.5000,49.9996,14.8490,19.1540,-9.3194,-0.6991,0.0000
208.6000,49.9997,14.8488,19.1538,-9.3192,-0.6994,0.0000
208.7000,49.9997,14.8486,19.1536,-9.3190,-0.6997,0.0000
208.8000,49.9997,14.8485,19.1534,-9.3188,-0.6999,0.0000
208.9000,49.9997,14.8483,19.1532,-9.3186,-0.7002,0.0000
209.0000,49.9997,14.8481,19.1530,-9.3184,-0.7004,0.0000
209.1000,49.9997,14.8480,19.1529,-9.3182,-0.7007,0.0000
209.2000,49.9997,14.8479,19.1527,-9.3180,-0.7010,0.0000
209.3000,49.9997,14.8477,19.1525,-9.3179,-0.7012,0.0000
209.4000,49.9998,14.8476,19.1524,-9.3177,-0.7015,0.0000
209.5000,49.9998,14.8475,19.1522,-9.3176,-0.7017,0.0000
209.6000,49.9998,14.8473,19.1521,-9.3174,-0.7020,0.0000
209.7000,49.9998,14.8472,19.1520,-9.3173,-0.7023,0.0000
209.8000,49.9998,14.8471,19.1518,-9.3172,-0.7025,0.0000
209.9000,49.9998,14.8470,19.1517,-9.3170,-0.7028,0.0000
210.0000,49.9998,14.8469,19.1516,-9.3169,-0.7030,0.0000
210.1000,49.9998,14.8468,19.1515,-9.3168,-0.7033,0.0000
210.2000,49.9998,14.8467,19.1514,-9.3167,-0.7035,0.0000
210.3000,49.9998,14.8466,19.1513,-9.3166,-0.7038,0.0000
210.4000,49.9998,14.8466,19.1512,-9.3165,-0.7041,0.0000
210.5000,49.9999,14.8465,19.1511,-9.3164,-0.7043,0.0000
210.6000,49.9999,14.7990,19.0962,-9.2598,-0.7046,0.0000
210.7000,49.9995,14.7473,19.0365,-9.1983,-0.7048,0.0000
210.8000,49.9991,14.7454,19.0343,-9.1960,-0.7051,0.0000
210.9000,49.9988,14.7496,19.0392,-9.2011,-0.7053,0.0000
211.0000,49.9984,14.7172,19.0018,-9.1625,-0.7056,0.0000
211.1000,49.9978,14.7336,19.0207,-9.1819,-0.7059,0.0000
211.2000,49.9976,14.7919,19.0881,-9.2514,-0.7061,0.0000
211.3000,49.9974,14.8002,19.0977,-9.2613,-0.7064,0.0000
211.4000,49.9973,14.8021,19.0998,-9.2635,-0.7066,0.0000
211.5000,49.9971,14.8403,19.1439,-9.3090,-0.7069,0.0000
211.6000,49.9972,14.8769,19.1863,-9.3527,-0.7071,0.0000
211.7000,49.9974,14.8755,19.1846,-9.3510,-0.7074,0.0000
