json_path,format,rendered
"faults|classes|inverter_thermal|ensemble|unserved_kwh_max","{:.4f}","0.0000"
"faults|classes|inverter_thermal|ensemble|unserved_wheel_kwh_max","{:.4f}","25.2368"
"faults|classes|inverter_thermal|ensemble|e_fric_kwh_max","{:.3f}","1.702"
"faults|classes|inverter_thermal|fuel_penalty_pct_vs_no_fault","{:+.2f}","+2.90"
"faults|classes|sensor_loss|ensemble|unserved_kwh_max","{:.4f}","0.0000"
"faults|classes|sensor_loss|ensemble|unserved_wheel_kwh_max","{:.4f}","0.0000"
"faults|classes|sensor_loss|ensemble|e_fric_kwh_max","{:.3f}","0.615"
"faults|classes|sensor_loss|fuel_penalty_pct_vs_no_fault","{:+.2f}","+0.00"
"faults|limp_capability_statement|genset_loss","{}","Pack-only. The delivered pack holds 11.08 kWh usable at the bus; on VOLT-REG's measured bus demand that is a limp of the order of tens of minutes, then TOW (R22c). WS5 does NOT claim a get-home capability."
"faults|limp_capability_statement|pack_loss","{}","Genset-only on a bus with no buffer and a 4 s load-acceptance ramp. Every demand transient is unserved wheel work. R22c rules this a TOW; the numbers below are reported so the ruling is stated with its cost, not asserted."
"faults|limp_capability_statement|pack_derate","{}","Cycle completable; the cost is fuel and genset duty."
"faults|limp_capability_statement|resistor_loss","{}","Cycle completable on the flat. NOT descent-safe: on the 10 km 6% descent the friction brakes take the energy the resistor was specified to take. See descent_r2_r17 for the numbers and the WS7 tests."
"faults|limp_capability_statement|inverter_thermal","{}","Derated limp in both directions; the retardation derate is the one that matters, because it lands in the friction column."
"faults|limp_capability_statement|sensor_loss","{}","Derated limp. The honest cost is that the low-mu traction-control prior caps launch and regen well below the dry-road capability."
"faults|worst_unserved_wheel_kWh|value","{:.3f}","25.237"
"faults|worst_unserved_wheel_kWh|governing_case","{}","inverter_thermal"
"faults|worst_friction_kWh_on_duty|value","{:.3f}","1.702"
"faults|worst_friction_kWh_on_duty|governing_case","{}","inverter_thermal"
"heat_ledger_ws6|_convention","{}","control-driven cases: these are the heat flows the SUPERVISOR's decisions create, on top of the component ratings WS2/WS3/WS4 already gave WS6. Cycle averages are over the run duration; extrema are 8-seed envelopes with the governing seed labelled."
"heat_ledger_ws6|_engine_split_model","{}","WS4-DECLARED split of (fuel - shaft): exhaust 49% / coolant+oil 38% / CAC 10% / radiation 3%; radiator package = coolant+oil+CAC = 48%. Consumed from WS4 heat_ledger_ws6._split_model."
"heat_ledger_ws6|cases|volt_reg_nominal|engine_rejection_avg_kW","{:.2f}","74.19"
"heat_ledger_ws6|cases|volt_reg_nominal|engine_radiator_package_avg_kW","{:.2f}","35.61"
"heat_ledger_ws6|cases|volt_reg_nominal|generator_rectifier_loss_avg_kW","{:.3f}","2.481"
"heat_ledger_ws6|cases|volt_reg_nominal|traction_chain_loss_avg_kW","{:.3f}","4.248"
"heat_ledger_ws6|cases|volt_reg_nominal|pack_I2R_heat_avg_kW","{:.3f}","0.348"
"heat_ledger_ws6|cases|volt_reg_nominal|brake_resistor_kWh_per_cycle","{:.3f}","0.000"
"heat_ledger_ws6|cases|volt_reg_nominal|friction_brake_kWh_per_cycle","{:.3f}","0.615"
"heat_ledger_ws6|cases|volt_reg_cda_5.4|engine_rejection_avg_kW","{:.2f}","87.79"
"heat_ledger_ws6|cases|volt_reg_cda_5.4|engine_radiator_package_avg_kW","{:.2f}","42.14"
"heat_ledger_ws6|cases|volt_reg_cda_5.4|generator_rectifier_loss_avg_kW","{:.3f}","2.835"
"heat_ledger_ws6|cases|volt_reg_cda_5.4|traction_chain_loss_avg_kW","{:.3f}","4.746"
"heat_ledger_ws6|cases|volt_reg_cda_5.4|pack_I2R_heat_avg_kW","{:.3f}","0.261"
"heat_ledger_ws6|cases|volt_reg_cda_5.4|brake_resistor_kWh_per_cycle","{:.3f}","0.000"
"heat_ledger_ws6|cases|volt_reg_cda_5.4|friction_brake_kWh_per_cycle","{:.3f}","0.569"
"heat_ledger_ws6|cases|volt_reg_alt2000m_45C|engine_rejection_avg_kW","{:.2f}","63.13"
"heat_ledger_ws6|cases|volt_reg_alt2000m_45C|engine_radiator_package_avg_kW","{:.2f}","30.30"
"heat_ledger_ws6|cases|volt_reg_alt2000m_45C|generator_rectifier_loss_avg_kW","{:.3f}","2.123"
"heat_ledger_ws6|cases|volt_reg_alt2000m_45C|traction_chain_loss_avg_kW","{:.3f}","3.805"
"heat_ledger_ws6|cases|volt_reg_alt2000m_45C|pack_I2R_heat_avg_kW","{:.3f}","0.293"
"heat_ledger_ws6|cases|volt_reg_alt2000m_45C|brake_resistor_kWh_per_cycle","{:.3f}","0.000"
"heat_ledger_ws6|cases|volt_reg_alt2000m_45C|friction_brake_kWh_per_cycle","{:.3f}","0.666"
"heat_ledger_ws6|cases|volt_reg_cold_minus10C|engine_rejection_avg_kW","{:.2f}","77.21"
"heat_ledger_ws6|cases|volt_reg_cold_minus10C|engine_radiator_package_avg_kW","{:.2f}","37.06"
"heat_ledger_ws6|cases|volt_reg_cold_minus10C|generator_rectifier_loss_avg_kW","{:.3f}","2.598"
"heat_ledger_ws6|cases|volt_reg_cold_minus10C|traction_chain_loss_avg_kW","{:.3f}","4.248"
"heat_ledger_ws6|cases|volt_reg_cold_minus10C|pack_I2R_heat_avg_kW","{:.3f}","0.854"
"heat_ledger_ws6|cases|volt_reg_cold_minus10C|brake_resistor_kWh_per_cycle","{:.3f}","0.000"
"heat_ledger_ws6|cases|volt_reg_cold_minus10C|friction_brake_kWh_per_cycle","{:.3f}","0.615"
"heat_ledger_ws6|_esc12_note","{}","WS4's KX round 3 WITHDREW its R20 radiator-survival verdict and raised the question as its ESC-12 rather than assert a capability-versus-ambient model it does not have. The WS4 interface therefore no longer carries a survival boolean. That is a WS6 matter, not WS5's - but it changes how WS6 should read the block below: these are the control-driven heat FLOWS the supervisor creates, they are INPUTS to the radiator-survival question, and nothing upstream now answers that question for WS6."
"heat_ledger_ws6|cases|descent_resistor_sizing|condition","{}","10 km 6% descent, payload120/45C/85kmh/soc0.95 (crest, buffer nearly full)/resistor_healthy - the row that maximises resistor power over the enumerated descent grid"
"heat_ledger_ws6|cases|descent_resistor_sizing|brake_resistor_peak_kW","{:.1f}","46.9"
"heat_ledger_ws6|cases|descent_resistor_sizing|brake_resistor_kWh","{:.2f}","4.50"
"heat_ledger_ws6|cases|descent_resistor_sizing|duration_s","{:.0f}","444"
"heat_ledger_ws6|cases|descent_resistor_sizing|sink","{}","forced air (R15); WS6 packages the duct and the blower"
"heat_ledger_ws6|cases|descent_resistor_lost_friction|condition","{}","FAULT case: payload120/45C/25kmh/soc0.95 (crest, buffer nearly full)/resistor_lost with the R2 sink lost - the heat the service brakes must absorb when the only speed-independent retarder is gone"
"heat_ledger_ws6|cases|descent_resistor_lost_friction|friction_brake_kWh","{:.2f}","8.10"
"heat_ledger_ws6|cases|descent_resistor_lost_friction|friction_brake_mean_kW","{:.1f}","20.0"
"heat_ledger_ws6|cases|descent_resistor_lost_friction|duration_s","{:.0f}","1460"
"heat_ledger_ws6|cases|descent_resistor_lost_friction|sink","{}","service brakes and air. WS6/WS7 own the fade question."
"ws7_test_vectors|_basis","{}","R22c ('the WS7 test plan carries it'), R2, R13, R16, E23 and the WS5-PROPOSED items this report raises. Each vector states what is measured, the acceptance the supervisor was designed against, and the WS5 number the test is checking."
"ws7_test_vectors|n_vectors","{}","12"
"ws7_test_vectors|counts_by_priority|BLOCKING","{}","4"
"ws7_test_vectors|counts_by_priority|HIGH","{}","5"
"ws7_test_vectors|counts_by_priority|MEDIUM","{}","3"
"ws7_test_vectors|vectors|0|id","{}","WS5-T1"
"ws7_test_vectors|vectors|0|priority","{}","BLOCKING"
"ws7_test_vectors|vectors|0|title","{}","Brake-resistor loss on a sustained 6% descent"
"ws7_test_vectors|vectors|0|ruling","{}","R2 / R15 / R22c"
"ws7_test_vectors|vectors|0|ws5_predicted_value","{}","three separate extrema over the enumerated descent grid, each with its own governing row - they are NOT the same run. Worst friction ENERGY 8.10 kWh at 20.0 kW mean (payload120/45C/25kmh/soc0.95 (crest, buffer nearly full)/resistor_lost); worst sustained friction POWER 40.9 kW mean carrying 6.07 kWh (payload120/45C/70kmh/soc0.95 (crest, buffer nearly full)/resistor_lost); worst instantaneous friction POWER 49.3 kW (payload120/45C/85kmh/soc0.95 (crest, buffer nearly full)/resistor_lost)"
"ws7_test_vectors|vectors|1|id","{}","WS5-T2"
"ws7_test_vectors|vectors|1|priority","{}","HIGH"
"ws7_test_vectors|vectors|1|title","{}","ISG engine-motoring as a retardation sink"
"ws7_test_vectors|vectors|1|ruling","{}","R2 / WS4 motoring anchor [WS5-PROPOSED]"
"ws7_test_vectors|vectors|1|ws5_predicted_value","{}","15.3 kW at rated-continuous speed; 9.9 kW at WS4's 1,706 rpm anchor point"
"ws7_test_vectors|vectors|2|id","{}","WS5-T3"
"ws7_test_vectors|vectors|2|priority","{}","BLOCKING"
"ws7_test_vectors|vectors|2|title","{}","Genset load-acceptance ramp"
"ws7_test_vectors|vectors|2|ruling","{}","R19 / R22b / ESC-9"
"ws7_test_vectors|vectors|2|ws5_predicted_value","{}","the supervisor assumes a 4 s raised ramp and 25 kW/s slew; the residual ESC-9 exposure (0.0000 kWh) is entirely inside this ramp"
"ws7_test_vectors|vectors|3|id","{}","WS5-T4"
"ws7_test_vectors|vectors|3|priority","{}","BLOCKING"
"ws7_test_vectors|vectors|3|title","{}","Pack dispatch envelope below SOC 40% of nameplate"
"ws7_test_vectors|vectors|3|ruling","{}","ESC-9 / WS3 soc15_note / R8 as restated by R12"
"ws7_test_vectors|vectors|3|ws5_predicted_value","{}","WS5 dispatch limit at -10 C / SOC 0.25 usable = 102.9 kW bus vs 125 kW warm"
"ws7_test_vectors|vectors|4|id","{}","WS5-T5"
"ws7_test_vectors|vectors|4|priority","{}","HIGH"
"ws7_test_vectors|vectors|4|title","{}","Empty-truck regen adhesion, flat and on grade"
"ws7_test_vectors|vectors|4|ruling","{}","E23"
"ws7_test_vectors|vectors|4|ws5_predicted_value","{}","mu required flat 0.362; on the 6% descent 0.375 (+3.5%)"
"ws7_test_vectors|vectors|5|id","{}","WS5-T6"
"ws7_test_vectors|vectors|5|priority","{}","HIGH"
"ws7_test_vectors|vectors|5|title","{}","13.5 kN launch adhesion"
"ws7_test_vectors|vectors|5|ruling","{}","E23 / R3"
"ws7_test_vectors|vectors|5|ws5_predicted_value","{}","mu required curb 0.654, GVW 0.294"
"ws7_test_vectors|vectors|6|id","{}","WS5-T7"
"ws7_test_vectors|vectors|6|priority","{}","HIGH"
"ws7_test_vectors|vectors|6|title","{}","R16 cold dispatch and preconditioning"
"ws7_test_vectors|vectors|6|ruling","{}","R16"
"ws7_test_vectors|vectors|6|ws5_predicted_value","{}","preconditioning energy up to 0.70 kWh per cycle; cold fuel penalty at -10 C +0.0%"
"ws7_test_vectors|vectors|7|id","{}","WS5-T8"
"ws7_test_vectors|vectors|7|priority","{}","BLOCKING"
"ws7_test_vectors|vectors|7|title","{}","Genset-loss and pack-loss limp, then tow"
"ws7_test_vectors|vectors|7|ruling","{}","R22c"
"ws7_test_vectors|vectors|7|ws5_predicted_value","{}","genset loss: first unserved sample at 0.0 - 259.4 s after injection; pack loss: unserved wheel energy up to 0.00 kWh"
"ws7_test_vectors|vectors|8|id","{}","WS5-T9"
"ws7_test_vectors|vectors|8|priority","{}","MEDIUM"
"ws7_test_vectors|vectors|8|title","{}","Inverter thermal derate law"
"ws7_test_vectors|vectors|8|ruling","{}","R13 / WS2 inverter Tj export"
"ws7_test_vectors|vectors|8|ws5_predicted_value","{}","WS5 uses a lumped Tj proxy calibrated on WS2's pair (6.15 K/kW above the LT inlet); peak Tj on the duty reaches 131 C at the 2,000 m / +45 C corner"
"ws7_test_vectors|vectors|9|id","{}","WS5-T10"
"ws7_test_vectors|vectors|9|priority","{}","MEDIUM"
"ws7_test_vectors|vectors|9|title","{}","Sustained true-coast recovery (R22d)"
"ws7_test_vectors|vectors|9|ruling","{}","R22d"
"ws7_test_vectors|vectors|9|ws5_predicted_value","{}","bus swing 0.74 kW mean, 0.124 kWh over 600 s"
"ws7_test_vectors|vectors|10|id","{}","WS5-T11"
"ws7_test_vectors|vectors|10|priority","{}","MEDIUM"
"ws7_test_vectors|vectors|10|title","{}","Two-point notch NVH"
"ws7_test_vectors|vectors|10|ruling","{}","R22b"
"ws7_test_vectors|vectors|10|ws5_predicted_value","{}","load_follow: 5353 set-point transitions/h and 1.1 starts/h at nominal (8-seed max)"
"ws7_test_vectors|vectors|11|id","{}","WS5-T12"
"ws7_test_vectors|vectors|11|priority","{}","HIGH"
"ws7_test_vectors|vectors|11|title","{}","V1 start count over a shift"
"ws7_test_vectors|vectors|11|ruling","{}","R19"
"ws7_test_vectors|vectors|11|ws5_predicted_value","{}","16.5-24.8 starts/shift (8-seed envelope; inside the ratified band: True)"
"trace_files|_ruling","{}","R34 (program hygiene, BASELINE_v5, carried by v6/v7): every pipeline exports a 10 Hz trace file per run. WS5 complies from this artifact with three: the recommended V2 dispatch, the V1 R19 dispatch, and the governing fault case."
"trace_files|v2_reference|file","{}","data/trace_V2_VOLT-REG_nominal_seed23_10Hz.csv"
"trace_files|v2_reference|rows","{}","66143"
"trace_files|v2_reference|rate_Hz","{:.0f}","10"
"trace_files|v1_reference|file","{}","data/trace_V1_VOLT-SUB_nominal_seed11_10Hz.csv"
"trace_files|v1_reference|rows","{}","34852"
"trace_files|v1_reference|rate_Hz","{:.0f}","10"
"trace_files|fault_resistor_loss_descent|file","{}","data/trace_V2_descent6pct-70kmh_resistor-loss_seed0_10Hz.csv"
"trace_files|fault_resistor_loss_descent|rows","{}","5344"
"trace_files|fault_resistor_loss_descent|rate_Hz","{:.0f}","10"
"trace_files|_trace_schema_conformance|schema","{}","TRACE_SCHEMA.md, lead-issued 2026-08-31, binding on every pipeline from its next artifact. It landed DURING this run (file mtime 07:54) and this artifact adopts it."
"trace_files|_trace_schema_conformance|conforms|0","{}","filename pattern trace_<vehicle>_<duty>_<corner>_seed<N>_10Hz.csv"
"trace_files|_trace_schema_conformance|conforms|1","{}","mandatory '# key: value' header block, all fourteen fields, free-text notes after them"
"trace_files|_trace_schema_conformance|conforms|2","{}","all ten core columns"
"trace_files|_trace_schema_conformance|conforms|3","{}","all seven engine-carrying columns that exist in a pure-series architecture"
"trace_files|_trace_schema_conformance|conforms|4","{}","all electrified columns that exist and are modelled"
"trace_files|_trace_schema_conformance|conforms|5","{}","bus-side electrical quantities (R12)"
"trace_files|_trace_schema_conformance|conforms|6","{}","absent-not-zero-filled discipline for every quantity WS5 does not have or does not model"
"trace_files|_trace_schema_conformance|conforms|7","{}","every column traceable to a named pipeline variable (ws5_supervisor.TRACE_COLUMNS and the trace row that fills it)"
"trace_files|_trace_schema_conformance|columns_absent_by_design|gear","{}","no transmission (pure series)"
"trace_files|_trace_schema_conformance|columns_absent_by_design|lockup","{}","no lockup device (BASELINE_v3 deleted it)"
"trace_files|_trace_schema_conformance|columns_absent_by_design|motor_disconnect","{}","the architecture has none"
"trace_files|_trace_schema_conformance|columns_absent_by_design|P_comp_brake_kW","{}","a pure-series engine is not coupled to the road and cannot compression-brake"
"trace_files|_trace_schema_conformance|columns_absent_by_design|T_motor_C","{}","WS5 does not model motor winding temperature; WS2 owns the machine's thermal model"
"trace_files|_trace_schema_conformance|engine_state_3_never_occurs","{}","TRACE_SCHEMA's engine_state 3 is 'overrun'. A pure-series engine is never driven by the road, so that state cannot occur and the column never takes the value 3. That is a property of the architecture, not a gap in the trace."
"trace_files|_trace_schema_conformance|DOES_NOT_CONFORM|coverage","{}","The schema asks for one trace per (vehicle, duty, corner, seed) - ALL 8 seeds per case, all corners. WS5 exports THREE traces, not the full grid."
"trace_files|_trace_schema_conformance|DOES_NOT_CONFORM|grid_size_if_complied","{}","V2 x VOLT-REG x 4 corners x 8 seeds = 32, plus V1 x VOLT-SUB x 8 seeds = 8, i.e. 40 duty traces."
"trace_files|_trace_schema_conformance|DOES_NOT_CONFORM|measured_cost|full_grid_MB_estimate","{:.0f}","510"
"trace_files|_trace_schema_conformance|DOES_NOT_CONFORM|measured_cost|one_VOLT-REG_trace_bytes","{}","14438858"
"trace_files|_trace_schema_conformance|DOES_NOT_CONFORM|measured_cost|one_VOLT-SUB_trace_bytes","{}","6016991"
"trace_files|_trace_schema_conformance|DOES_NOT_CONFORM|why_not","{}","BASELINE_v7's R51 freezes the research track and orders anything mid-flight to complete its CURRENT step only. Generating the full grid is a new step, not this one, and its artifact size is stated below so the lead can price it rather than guess."
"trace_files|_trace_schema_conformance|DOES_NOT_CONFORM|escalated_as","{}","ESC-WS5-8"
"interface_ws5|supervisor|loop_rate_Hz","{:.1f}","10.0"
"interface_ws5|supervisor|chopper_command_rate_Hz","{:.1f}","100.0"
"interface_ws5|supervisor|causality","{}","strictly causal; no preview or route lookahead"
"interface_ws5|supervisor|state_machine|n_states","{}","35"
"interface_ws5|supervisor|state_machine|n_transitions","{}","34"
"interface_ws5|dispatch_v2_r22b|recommended","{}","load_follow"
"interface_ws5|dispatch_v2_r22b|hysteresis_band_kWh","{:.1f}","3.5"
"interface_ws5|dispatch_v2_r22b|pinned_point|p_bus_kw","{:.4f}","80.6139"
"interface_ws5|dispatch_v2_r22b|notch_hi_point|p_bus_kw","{:.4f}","125.9180"
"interface_ws5|dispatch_v2_r22b|fuel_energy_kWh_per_km|rule","{}","max over the enumerated R22b case set (R14)"
"interface_ws5|dispatch_v2_r22b|fuel_energy_kWh_per_km|worst_case_value","{:.6f}","2.035948"
"interface_ws5|dispatch_v2_r22b|fuel_energy_kWh_per_km|governing_case","{}","cda_5.4"
"interface_ws5|dispatch_v2_r22b|fuel_energy_kWh_per_km|nominal_ensemble_min","{:.6f}","1.706580"
"interface_ws5|dispatch_v2_r22b|fuel_energy_kWh_per_km|nominal_ensemble_median","{:.6f}","1.716980"
"interface_ws5|dispatch_v2_r22b|fuel_energy_kWh_per_km|nominal_ensemble_max","{:.6f}","1.722558"
"interface_ws5|dispatch_v2_r22b|genset_starts_per_h|worst_case_value","{:.4f}","1.0959"
"interface_ws5|dispatch_v2_r22b|genset_starts_per_h|governing_case","{}","nominal"
"interface_ws5|dispatch_v2_r22b|setpoint_transitions_per_h|worst_case_value","{:.2f}","5950.84"
"interface_ws5|dispatch_v2_r22b|setpoint_transitions_per_h|governing_case","{}","cda_5.4"
"interface_ws5|dispatch_v2_r22b|unserved_bus_energy_kWh|worst_case_value","{:.6f}","0.000000"
"interface_ws5|dispatch_v2_r22b|unserved_bus_energy_kWh|governing_case","{}","nominal"
"interface_ws5|dispatch_v1_r19|fixed_point_bus_kW","{:.1f}","35.0"
"interface_ws5|dispatch_v1_r19|band_kWh","{:.1f}","3.0"
"interface_ws5|dispatch_v1_r19|starts_per_8h_shift|min","{:.4f}","16.4524"
"interface_ws5|dispatch_v1_r19|starts_per_8h_shift|max","{:.4f}","24.7841"
"interface_ws5|dispatch_v1_r19|starts_per_8h_shift|inside_ratified_band","{}#json","true"
"interface_ws5|blend_order_r15|heater_kW","{:.1f}","8.0"
"interface_ws5|blend_order_r15|resistor_ohm","{:.5f}","3.73250"
"interface_ws5|blend_order_r15|resistor_kW_guaranteed_any_bus_voltage","{:.1f}","50.0"
"interface_ws5|blend_order_r15|resistor_blower_bus_load_kW","{:.2f}","1.45"
"interface_ws5|blend_order_r15|friction_energy_kWh_per_cycle|worst_case_value","{:.4f}","0.6665"
"interface_ws5|blend_order_r15|friction_energy_kWh_per_cycle|governing_case","{}","alt2000m_45C"
"interface_ws5|traction_control_e23|required_day_one","{}#json","true"
"interface_ws5|traction_control_e23|mu_required_empty_regen_stop","{:.6f}","0.361703"
"interface_ws5|traction_control_e23|mu_required_empty_regen_stop_6pct_descent","{:.6f}","0.374518"
"interface_ws5|traction_control_e23|mu_required_launch_13.5kN_curb","{:.6f}","0.654170"
"interface_ws5|traction_control_e23|mu_required_launch_13.5kN_gvw","{:.6f}","0.293848"
"interface_ws5|traction_control_e23|descent_adhesion_penalty_pct","{:.4f}","3.5429"
"interface_ws5|traction_control_e23|low_mu_fallback_prior","{:.2f}","0.30"
"interface_ws5|dispatch_limit_esc9|anticipatory_state","{}","D_RESERVE"
"interface_ws5|dispatch_limit_esc9|reserve_margin_kW","{:.1f}","8.0"
"interface_ws5|dispatch_limit_esc9|worst_unserved_bus_kWh|value","{:.6f}","0.000000"
"interface_ws5|dispatch_limit_esc9|worst_unserved_bus_kWh|governing_case","{}","nominal"
"interface_ws5|dispatch_limit_esc9|worst_unserved_bus_kWh_without_reserve|value","{:.6f}","0.000000"
"interface_ws5|dispatch_limit_esc9|worst_unserved_bus_kWh_without_reserve|governing_case","{}","nominal"
"interface_ws5|heat_worst_cases_to_ws6|engine_rejection_avg_kW|value","{:.4f}","87.7860"
"interface_ws5|heat_worst_cases_to_ws6|engine_rejection_avg_kW|governing_case","{}","volt_reg_cda_5.4"
"interface_ws5|heat_worst_cases_to_ws6|brake_resistor_peak_kW|value","{:.4f}","46.9189"
"interface_ws5|heat_worst_cases_to_ws6|brake_resistor_peak_kW|governing_case","{}","descent_resistor_sizing"
"interface_ws5|heat_worst_cases_to_ws6|friction_brake_kWh|value","{:.4f}","8.1016"
"interface_ws5|heat_worst_cases_to_ws6|friction_brake_kWh|governing_case","{}","descent_resistor_lost"
"ws7_test_vectors|n_vectors","{}","12"
"descent_r2_r17|worst_friction_kWh_resistor_lost|value","{:.2f}","8.10"
"descent_r2_r17|worst_friction_kWh_resistor_lost_row_duration_s","{:.0f}","1460"
"descent_r2_r17|worst_mean_friction_kW_resistor_lost|value","{:.1f}","40.9"
"descent_r2_r17|worst_mean_friction_kW_resistor_lost_row_duration_s","{:.0f}","534"
"descent_r2_r17|isg_motoring_sink_kW","{:.1f}","15.3"
"sanity_checks|motoring_fmep_at_1706rpm_kW_mechanical","{:.2f}","10.68"
"sanity_checks|ws4_declared_motoring_anchor_kW","{:.1f}","10.7"
"esc8b_pack_reading|measured_on_ws5_runs|nominal|ws5_regen_to_pack_peak_kW_bus_max","{:.1f}","69.0"
"esc8b_pack_reading|measured_on_ws5_runs|nominal|ws3_regen_acceptance_at_entry_T_kW_bus","{:.1f}","130.8"
"esc8b_pack_reading|worst_seconds_actual_charge_above_r16_acceptance|value","{:.1f}","74.5"
"esc8b_pack_reading|worst_energy_actual_charge_above_r16_acceptance_kWh|value","{:.4f}","0.2428"
"sanity_checks|r16_accept_kW_bus|45C","{:.1f}","129.1"
"sanity_checks|r16_accept_kW_bus|55C","{:.1f}","62.2"
"esc9_dispatch_limit|reduction_vs_ws4_bracket_pct","{:.1f}","100.0"
"esc9_dispatch_limit|worst_unserved_bus_kWh_reserve_on|value","{:.4f}","0.0000"
"esc10_continuous_rating_constraint|recommended_seconds_above_continuous_rating","{:.1f}","0.0"
"cold_dispatch_r16|pack_I2R_reconciliation|kWh_per_cycle|25C, 2 kW aux (nominal reference)","{:.3f}","0.636"
"cold_dispatch_r16|pack_I2R_reconciliation|kWh_per_cycle|-20C","{:.3f}","1.970"
"trace_files|_trace_schema_conformance|DOES_NOT_CONFORM|measured_cost|full_grid_MB_estimate","{:.0f}","510"
"sanity_checks|pack_fast_path_vs_ws3_max_abs_err","{:.1e}","0.0e+00"
"sanity_checks|adhesion_law_vs_ws2_envelope_max_abs_err_N","{:.2e}","1.82e-12"
"sanity_checks|adhesion_law_vs_ws2_mu_required_max_abs_err","{:.1e}","0.0e+00"
"sanity_checks|adhesion_curves_file","{}","WS2 data/regen_adhesion_curves.csv"
"sanity_checks|adhesion_curves_points_checked","{}","54"
"sanity_checks|adhesion_curves_vs_ws2_file_max_abs_err_kW","{:.4f}","0.0491"
"sanity_checks|adhesion_curves_note","{}","WS2 prints this file to one decimal, so 0.05 kW is the rounding floor; the agreement is at that floor across all six cases and nine speeds"
"sanity_checks|motoring_fmep_at_1706rpm_kW_mechanical","{:.2f}","10.68"
"sanity_checks|motoring_anchor_abs_err_kW","{:.3f}","0.025"
"sanity_checks|resistor_min_over_window_kW","{:.1f}","50.0"
"sanity_checks|r16_curve_matches_ws4_declared_values","{}","True"
"sanity_checks|state_machine_validation|_all_regions_ok","{}","True"
"sanity_checks|state_machine_validation|_has_clutch_state","{}","False"
"sanity_checks|road_load_85kmh_N","{:.0f}","1988"
"sanity_checks|road_load_85kmh_kW","{:.1f}","46.9"
"concordance_ws4|max_abs_delta_all_fields_all_seeds_all_cases","{:.1e}","0.0e+00"
"concordance_ws4|verdict","{}","EXACT"
"control_constants|v1_fixed_point_bus_kW","{:.0f}","35"
"control_constants|v1_band_kWh","{:.1f}","3.0"
"v1_dispatch_r19|volt_sub_ensemble|genset_starts_per_8h_shift_min","{:.1f}","16.5"
"v1_dispatch_r19|volt_sub_ensemble|genset_starts_per_8h_shift_max","{:.1f}","24.8"
"control_constants|usable_bus_kWh","{:.2f}","11.08"
"descent_r2_r17|worst_friction_kWh_resistor_lost|value","{:.2f}","8.10"
"faults|worst_unserved_wheel_kWh|value","{:.2f}","25.24"
